Year,Month,Day,Day_of_the_Week,Holiday_Type,Holiday,Holiday_Encoding,Is_Holiday,1_0_Encoding,Holiday_Pattern,Holiday_Pattern_2,Arrival_Num,Departure_Num,DOM_Portion,INT_Portion,LCC_ratio,FSC_ratio,Late,Vehicle_Max,Up_Down,Tobit_Upper_Limit,Vehicle_Tobit,Vehicle_Tobit_Adjusted,TempAvg_C,Precip_mm,Temp_Precip_Interaction,airport,entry_count,exit_count,Unnamed: 28,entry_sum_14,exit_sum_14,Departure_Num(예측)
2014,4,8,2,,,0,0,0,,,12327,14406,0.5737822394829316,0.4262177605170685,0.4621571815343442,0.5378428184656558,0.01470588235294118,4593,-114,4511.0,4876.929697985068,4876.929697985068,15.0,0.0,0.0,gimhae,,,,,,
2014,4,9,3,,,0,0,0,,,12903,14479,0.5261520600142892,0.4738479399857109,0.4380807359135532,0.5619192640864468,0.007792860734037205,4628,35,4511.0,4507.269390777301,4628.0,14.8,0.0,0.0,gimhae,,,,,,
2014,4,10,4,,,0,0,0,,,15389,15888,0.5182399390732724,0.4817600609267276,0.4614536697870031,0.5385463302129969,0.005050505050505051,5079,451,4511.0,4646.428492253689,5079.0,14.6,0.0,0.0,gimhae,,,,,,
2014,4,11,5,,,0,0,0,,,16504,16051,0.5464570272096223,0.4535429727903776,0.4093512744464302,0.5906487255535698,0.02765151515151515,5496,417,4511.0,5124.795735849206,5496.0,12.8,0.1,1.2800000000000002,gimhae,,,,,,
2014,4,12,6,,,0,0,0,,,15885,13922,0.5337491804619832,0.4662508195380168,0.4720835921095436,0.5279164078904562,0.01914648212226067,5728,232,4511.0,5148.657416671525,5728.0,13.9,0.5,6.95,gimhae,,,,,,
2014,4,13,7,,,0,0,0,,,16619,14464,0.5013692190162778,0.4986307809837222,0.4352755088049206,0.5647244911950795,0.003676470588235294,5411,-317,4511.0,4969.682108300907,5411.0,12.9,6.0,77.4,gimhae,,,,,,
2014,4,14,1,,,0,0,0,,,15541,14359,0.5368459971401148,0.4631540028598852,0.431250367279779,0.5687496327202209,0.03591930944872122,4869,-542,4511.0,4386.247083081789,4869.0,14.4,0.0,0.0,gimhae,,,,,,
2014,4,15,2,,,0,0,0,,,13288,13156,0.5698351265278965,0.4301648734721035,0.4667974238271088,0.5332025761728911,0.00729765590446705,4818,-51,4511.0,4783.847430454719,4818.0,17.6,0.0,0.0,gimhae,,,,,,
2014,4,16,3,,,0,0,0,,,13371,15143,0.5153837433636196,0.4846162566363804,0.428704796235756,0.571295203764244,0.03181809160911329,4891,73,4511.0,4278.244462679149,4891.0,18.8,0.0,0.0,gimhae,,,,,,
2014,4,17,4,,,0,0,0,,,14460,15278,0.5553349972467619,0.4446650027532381,0.4113975077210371,0.5886024922789629,0.1465044351073763,5325,434,4511.0,5020.925176193953,5325.0,15.2,31.5,478.79999999999995,gimhae,,,,,,
2014,4,18,5,,,0,0,0,,,16181,15759,0.5612708898176026,0.4387291101823974,0.4141832312247537,0.5858167687752464,0.01525992750041193,5559,234,4511.0,5277.224772280934,5559.0,13.0,0.5,6.5,gimhae,,,,,,
